Vtype,Vehiclecount,Vehiclemass,EngineKW,Delivery,Retirement,Lengte,Source,Perioden,Waarde,Class,Onderwerp
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1981,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1981,35,Transit,52000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1981,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1981,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1981,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1981,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1981,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1981,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1981,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1981,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1981,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1981,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1981,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1981,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1981,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1982,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1982,35,Transit,52000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1982,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1982,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1982,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1982,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1982,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1982,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1982,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1982,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1982,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1982,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1982,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1982,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1982,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1983,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1983,35,Transit,52000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1983,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1983,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1983,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1983,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1983,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1983,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1983,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1983,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1983,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1983,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1983,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1983,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1983,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1984,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1984,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1984,35,Transit,52000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1984,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1984,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1984,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1984,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1984,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1984,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1984,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1984,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1984,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1984,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1984,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1984,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1984,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1985,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1985,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1985,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1985,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1985,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1985,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1985,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1985,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1985,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1985,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1985,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1985,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1985,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1985,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1985,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1985,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1985,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1986,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1986,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1986,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1986,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1986,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1986,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1986,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1986,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1986,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1986,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1986,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1986,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1986,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1986,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1986,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1986,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1986,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1987,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1987,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1987,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1987,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1987,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1987,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1987,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1987,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1987,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1987,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1987,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1987,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1987,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1987,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1987,60,Transit,83000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1987,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1988,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1988,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1988,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1988,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1988,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1988,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1988,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1988,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1988,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1988,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1988,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1988,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1988,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1988,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1988,60,Transit,83000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1988,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1989,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1989,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1989,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1989,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1989,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1989,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1989,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1989,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1989,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1989,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1989,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1989,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1989,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1989,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1989,60,Transit,83000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1989,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1990,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1990,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1990,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1990,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1990,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1990,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1990,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1990,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1990,25,Transit,108000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1990,37,Transit,83000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),1990,50,Transit,56840
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1990,16,Transit,111000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),1990,21,Transit,83000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1990,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1990,60,Transit,83000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1990,1,Transit,58000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),1991,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1991,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1991,35,Transit,52000
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,1991,75,Transit,45720
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1991,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1991,31,Transit,163000
